j2p,n_fit,Ds,chis,slope,intercept,intercept_se,r2,rmse,origin_slope,origin_rmse
0.5,6,"4,5,6,7,8,10","256,448,512,512,1024,1024",4.36532969745431,-0.03473369717743414,0.06426104841987058,0.9713471412862892,0.03719004830756112,4.171376040003083,0.03852425156447823
